,compound,Target,agl_thermal_expansion_300K,mean_EffectiveCoordination,mean_BondLengthVariation,mean_WCMagnitude_Shell1,mean_WCMagnitude_Shell2,mean_WCMagnitude_Shell3,MaxPackingEfficiency,mean_NeighDiff_shell1_Number,mean_NeighDiff_shell1_MendeleevNumber,mean_NeighDiff_shell1_AtomicWeight,mean_NeighDiff_shell1_MeltingT,mean_NeighDiff_shell1_Column,mean_NeighDiff_shell1_Row,mean_NeighDiff_shell1_CovalentRadius,mean_NeighDiff_shell1_Electronegativity,mean_NeighDiff_shell1_NsValence,mean_NeighDiff_shell1_NpValence,mean_NeighDiff_shell1_NdValence,mean_NeighDiff_shell1_NfValence,mean_NeighDiff_shell1_NValance,mean_NeighDiff_shell1_NsUnfilled,mean_NeighDiff_shell1_NpUnfilled,mean_NeighDiff_shell1_NdUnfilled,mean_NeighDiff_shell1_NfUnfilled,mean_NeighDiff_shell1_NUnfilled,mean_NeighDiff_shell1_GSvolume_pa,mean_NeighDiff_shell1_GSbandgap,mean_NeighDiff_shell1_GSmagmom,mean_NeighDiff_shell1_SpaceGroupNumber,mean_Number,mean_MendeleevNumber,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_AtomicWeight,mean_MeltingT,mean_Column,mean_Row,mean_CovalentRadius,mean_Electronegativity,mean_NsValence,mean_NpValence,mean_NdValence,mean_NfValence,mean_NValance,mean_NsUnfilled,mean_NpUnfilled,mean_NdUnfilled,mean_NfUnfilled,mean_NUnfilled,mean_GSvolume_pa,mean_GSbandgap,mean_GSmagmom,mean_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
167,Dy2In2Zn2,0.621,6.21e-05,11.38742947,0.069657494,0.607180416,0.182332506,0.074954946,0.565851046,23.06743942,27.44014891,62.15121905,786.8378258,6.220490165,1.279094128,44.1121177,0.351584588,0.0,0.661419622,6.176745048,6.176745048,0.661419622,0.0,3.30709811,0.0,2.470698019,3.307098113,11.12399016,0.0,0.0,36.3780792,48.33333333,58.33333333,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,114.2326667,935.81,9.333333333,5.0,152.0,1.55,2.0,0.333333333,6.666666667,3.333333333,12.33333333,0.0,1.666666667,0.0,1.333333333,3.0,23.15333333,0.0,0.0,175.6666667,0.162162162,0.027027027,0.540540541,0.27027027,0.0,0.075405485,0.027732105
168,Cd3I6,1.06153,0.000106153,8.957410183,0.114397984,0.349947614,0.131616711,0.117126902,0.375414828,2.999883587,15.59939465,8.695744554,124.4171719,2.999883587,0.0,2.999883587,0.581977416,0.0,2.999883587,0.0,0.0,2.999883587,0.0,0.599976717,0.0,0.0,0.599976717,14.11145239,0.637175274,0.0,77.99697326,51.33333333,87.33333333,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,122.0733133,455.9733333,15.33333333,5.0,140.6666667,2.336666667,2.0,3.333333333,10.0,0.0,15.33333333,0.0,0.666666667,0.0,0.0,0.666666667,35.175,0.708,0.0,107.3333333,0.130434783,0.217391304,0.652173913,0.0,1.0,0.209607009,0.093158671
169,Co1Nb1Sb1,0.331,3.31e-05,9.314538574,0.046325534,0.666666667,0.219947734,0.128981448,0.510131071,15.55629099,26.27005236,40.92088081,1276.323581,6.913171672,0.617365665,25.30868283,0.311092725,0.691317167,2.073951502,4.147903003,0.0,6.913171672,0.691317167,2.073951502,4.147903003,0.0,2.765268669,14.14862025,0.0,0.955972953,43.55298154,39.66666667,63.33333333,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,91.19985833,1807.26,9.666666667,4.666666667,143.0,1.843333333,1.666666667,1.0,7.0,0.0,9.666666667,0.333333333,1.0,3.0,0.0,4.333333333,19.995,0.0,0.516157067,196.3333333,0.172413793,0.103448276,0.724137931,0.0,0.0,0.049364908,0.016882898
170,Ru8Sn12,0.379,3.79e-05,10.24413964,0.097191341,0.415847688,0.107917047,0.039175287,0.479717182,4.077641343,16.31056537,11.98826555,1428.479315,4.077641343,0.0,4.757248233,0.163105654,0.67960689,1.359213781,2.038820671,0.0,4.077641343,0.67960689,2.718427562,2.038820671,0.0,0.0,13.43922626,0.0,0.0,36.01916519,47.6,70.4,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,111.654,1345.848,11.6,5.0,141.8,2.056,1.6,1.2,8.8,0.0,11.6,0.4,2.4,1.2,0.0,4.0,25.375,0.0,0.0,162.2,0.137931034,0.103448276,0.75862069,0.0,0.0,0.014296816,0.006862472
171,Li40Pb12,2.02203,0.000202203,11.99021386,0.042921983,0.355591523,0.097916967,0.035897854,0.615948379,35.21599893,35.66177107,89.26988266,65.49284257,5.795037799,1.783088554,8.023898491,0.601792387,0.445772138,0.891544277,4.457721384,6.240809937,12.03584774,0.445772138,1.783088554,0.0,0.0,1.337316415,5.133809127,0.0,0.0,1.783088554,21.23076923,19.46153846,0.803100501,0.776092457,0.769604253,0.7692548,0.769231223,53.15461538,487.5946154,4.0,2.923076923,132.1538462,1.291538462,1.230769231,0.461538462,2.307692308,3.230769231,7.230769231,0.769230769,0.923076923,0.0,0.0,1.692307692,19.25102564,0.0,0.0,228.0769231,0.170212766,0.063829787,0.319148936,0.446808511,0.0,0.365948438,0.129922522
172,Al4Ba1,0.689,6.89e-05,10.96545965,0.099319741,0.307987534,0.121810445,0.108577442,0.542865342,17.99790847,26.7875847,46.18575615,27.84653141,4.60411612,1.255668033,39.34426503,0.301360328,0.0,0.418556011,0.0,0.0,0.418556011,0.0,2.092780055,0.0,0.0,2.092780055,19.71817367,0.0,0.0,1.674224044,21.6,60.2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,49.05063088,946.776,10.8,3.6,139.8,1.466,2.0,0.8,0.0,0.0,2.8,0.0,4.0,0.0,0.0,4.0,25.902,0.0,0.0,225.8,0.714285714,0.285714286,0.0,0.0,0.0,0.121553261,0.038897043
173,B2Zr1,0.21,2.1e-05,10.48668588,0.128643101,0.395342686,0.118175825,0.100290213,0.48868605,21.70533066,17.36426453,49.86830728,136.433507,5.581370742,1.860456914,56.43385973,0.440308136,0.0,0.620152305,1.240304609,0.0,0.620152305,0.0,3.100761524,4.961218438,0.0,1.860456914,9.936390302,0.945112112,0.0,17.36426453,16.66666667,62.66666667,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,37.61533333,2274.666667,10.0,3.0,114.3333333,1.803333333,2.0,0.666666667,0.666666667,0.0,3.333333333,0.0,3.333333333,2.666666667,0.0,6.0,12.51333333,1.016,0.0,175.3333333,0.6,0.2,0.2,0.0,0.0,0.118407193,0.052625419
174,Al1Au2,0.681,6.81e-05,11.88782172,0.047874217,0.342710558,0.046895922,0.011681144,0.649973059,39.38617638,4.177321737,101.4403089,241.0075938,1.193520496,1.790280744,8.951403722,0.554987031,0.596760248,0.596760248,5.967602481,8.354643474,13.12872546,0.596760248,2.983801241,0.0,0.0,2.387040992,0.131287255,0.0,0.0,0.0,57.0,68.33333333,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,140.3048922,1202.71,11.66666667,5.0,131.0,2.23,1.333333333,0.333333333,6.666666667,9.333333333,17.66666667,0.666666667,1.666666667,0.0,0.0,2.333333333,16.62666667,0.0,0.0,225.0,0.075471698,0.018867925,0.377358491,0.528301887,0.0,0.194445968,0.08642043
175,As16Mg24,0.678,6.78e-05,7.70919493,0.103067945,0.581990058,0.283136803,0.12249887,0.395197263,15.94645979,12.14968365,38.43597983,126.8123231,9.871617964,0.759355228,16.70581502,0.660639048,0.0,2.278065684,7.59355228,0.0,9.871617964,0.0,2.278065684,0.0,0.0,2.278065684,0.542938988,0.0,0.0,21.26194638,20.4,74.4,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,44.55164,989.8,7.2,3.4,132.2,1.658,2.0,1.2,4.0,0.0,7.2,0.0,1.2,0.0,0.0,1.2,22.604,0.0,0.0,182.8,0.277777778,0.166666667,0.555555556,0.0,1.0,0.172399724,0.082751868
176,Ir1Mn1Sb1,0.429,4.29e-05,9.314538574,0.046325534,0.666666667,0.219947734,0.128981448,0.510131071,34.02575365,22.81346652,89.69289733,1178.498259,5.530537338,1.308682833,1.234731331,0.438263433,0.0,2.073951502,3.456585836,8.643119316,10.46946266,0.0,2.073951502,3.456585836,0.0,1.382634335,14.56772141,0.0,0.000214,40.19610085,51.0,65.66666667,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,122.9716817,1720.593333,10.33333333,5.0,139.6666667,1.933333333,2.0,1.0,7.333333333,4.666666667,15.0,0.0,1.0,2.666666667,0.0,3.666666667,18.75252874,0.0,0.000103,202.6666667,0.133333333,0.066666667,0.488888889,0.311111111,0.0,0.100238004,0.036985367
177,Ga3Hf3Rh3,0.323,3.23e-05,11.30862705,0.055328072,0.536439616,0.173418045,0.076487664,0.583581886,25.11475444,17.60433162,66.74979892,1312.474415,5.483947062,1.215172562,32.40578981,0.610133154,0.621855701,0.59191575,4.923372375,8.725595377,5.603706869,0.621855701,2.959578748,4.923372375,0.0,3.113481841,5.327768018,0.0,0.0,96.22657419,49.33333333,59.33333333,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,117.0395,1681.97,8.666666667,5.0,146.3333333,1.796666667,1.666666667,0.333333333,6.666666667,4.666666667,13.33333333,0.333333333,1.666666667,3.333333333,0.0,5.333333333,18.2325,0.0,0.0,161.0,0.125,0.025,0.5,0.35,0.0,0.213450798,0.073363233
178,B2Hf1,0.235,2.35e-05,10.46658344,0.126967644,0.405679844,0.115637477,0.0987232,0.489332528,41.85802201,16.86815812,104.7568847,98.70996235,5.622719374,2.498986389,56.85194034,0.462312482,0.0,0.624746597,1.249493194,8.74645236,9.371198957,0.0,3.123732986,4.997972777,0.0,1.874239791,9.388379489,0.952113814,0.0,17.49290472,27.33333333,63.0,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,66.704,2400.666667,10.0,3.333333333,114.3333333,1.793333333,2.0,0.666666667,0.666666667,4.666666667,8.0,0.0,3.333333333,2.666666667,0.0,6.0,12.18166667,1.016,0.0,175.3333333,0.25,0.083333333,0.083333333,0.583333333,0.0,0.127942572,0.056863366
179,Ba6Pb10,0.908,9.08e-05,10.88945294,0.06437412,0.480280969,0.141703531,0.071617609,0.535543549,18.04092431,49.95948271,48.48359632,277.1294139,8.326580451,0.0,47.87783759,0.999189654,0.0,1.387763408,6.938817042,9.714343859,18.04092431,0.0,2.775526817,0.0,0.0,2.775526817,24.61892287,0.0,0.0,2.775526817,72.25,54.0,0.728868987,0.667100412,0.63443105,0.627469952,0.625376889,180.997625,750.38125,9.5,6.0,171.875,1.79,2.0,1.25,6.25,8.75,18.25,0.0,2.5,0.0,0.0,2.5,41.415,0.0,0.0,226.5,0.109589041,0.068493151,0.342465753,0.479452055,0.0,0.404527458,0.189622246
180,Ho6Tl10,0.743,7.43e-05,11.34261628,0.048298813,0.459433506,0.158547625,0.069764604,0.610999497,9.577532383,29.4167066,26.99015668,800.4080634,6.841094559,0.0,32.15314443,0.266802688,0.0,0.684109456,6.841094559,2.052328368,9.577532383,0.0,3.42054728,0.0,2.052328368,1.368218912,2.615578486,0.0,0.0,0.0,75.75,59.875,0.728868987,0.667100412,0.63443105,0.627469952,0.625376889,189.5884325,1015.75,9.25,6.0,162.625,1.47375,2.0,0.625,6.25,12.875,21.75,0.0,3.125,0.0,1.125,4.25,28.34375,0.0,0.0,194.0,0.091954023,0.028735632,0.287356322,0.591954023,0.0,0.037311127,0.017489591
181,As1Cd1Pt5,0.371,3.71e-05,10.71459463,0.029342818,0.49447951,0.091656324,0.076678101,0.566509226,20.65333694,7.669719553,55.87134203,665.2607873,1.919862006,0.824187784,6.864988709,0.193065439,0.552701346,0.814459314,0.552701346,7.737818841,5.817956835,0.552701346,0.814459314,0.552701346,0.0,0.833916253,3.200922176,0.0,0.0,24.73536199,67.28571429,67.0,0.742307489,0.718075099,0.714377119,0.714288327,0.714285729,166.1075143,1698.745714,11.0,5.571428571,134.7142857,2.181428571,1.285714286,0.428571429,9.285714286,10.0,21.0,0.714285714,0.428571429,0.714285714,0.0,1.857142857,16.68142857,0.0,0.0,212.1428571,0.06122449,0.020408163,0.442176871,0.476190476,0.0,0.083345821,0.019896837
182,P12Ru4,0.317,3.17e-05,7.951815472,0.137068549,0.329889673,0.099097945,0.057471697,0.379557839,13.02093791,12.12294219,31.47306078,1028.070398,3.142985013,0.897995718,17.5109165,0.004489979,0.448997859,1.346993577,3.142985013,0.0,1.346993577,0.448997859,1.346993577,1.346993577,0.0,0.448997859,4.068027507,0.729621521,0.0,86.20758892,22.25,76.25,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,48.4978215,889.725,13.25,3.5,116.75,2.1925,1.75,2.25,1.75,0.0,5.75,0.25,2.25,0.75,0.0,3.25,20.30517857,1.21875,0.0,50.0,0.304347826,0.391304348,0.304347826,0.0,0.0,2.5e-05,9.37e-06
183,Ge4N8Si2,0.276,2.76e-05,6.866930298,0.131283519,0.687164037,0.448398593,0.197811188,0.355623985,15.30442012,2.700504377,35.25457162,1059.085024,0.809031632,1.344653782,37.18186462,0.863377624,0.0,0.809031632,5.356221499,0.0,5.094008831,0.0,0.809031632,0.0,0.0,0.809031632,5.962091456,4.791247801,0.0,25.62679955,15.14285714,80.57142857,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,32.77032857,623.1428571,14.57142857,2.714285714,90.71428571,2.582857143,2.0,2.571428571,2.857142857,0.0,7.428571429,0.0,3.428571429,0.0,0.0,3.428571429,17.93214286,3.898142857,0.0,207.5714286,0.269230769,0.346153846,0.384615385,0.0,1.0,0.27740039,0.121607169
184,C1Ni3Zn1,0.516,5.16e-05,10.63529004,0.07344465,0.663024806,0.40450506,0.236844767,0.44691951,8.691168825,9.0806679,19.47209153,1183.864392,2.270166975,0.71344465,17.96594927,0.337928386,0.0,0.71344465,3.697056275,0.0,2.983611625,0.0,1.4268893,1.556722325,0.0,1.556722325,3.204225849,1.603823573,0.463432111,24.12919604,24.0,65.8,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,50.69418,1939.936,11.2,3.6,114.0,1.986,2.0,0.4,6.8,0.0,9.2,0.0,0.8,1.2,0.0,2.0,10.112,0.8992,0.35723682,212.6,0.217391304,0.043478261,0.739130435,0.0,0.0,0.183313517,0.042046582
185,Al4Ni2Y2,0.447,4.47e-05,11.64015604,0.088353572,0.430778672,0.141275359,0.10067283,0.491308205,15.91793306,31.9809587,36.98333945,598.1857249,5.481689568,1.188867924,33.72920506,0.32781828,0.0,0.710096475,4.002369479,0.0,3.292273005,0.0,3.550482373,4.771593093,0.0,3.326059941,10.50248471,0.0,0.280028843,14.84191492,23.25,54.75,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,50.3905818,1348.485,9.75,3.75,139.0,1.5875,2.0,0.5,2.25,0.0,4.75,0.0,2.5,2.75,0.0,5.25,18.91125,0.0,0.148848675,217.25,0.421052632,0.105263158,0.473684211,0.0,0.0,0.112214394,0.028916772
186,Os4Te8,0.357,3.57e-05,8.213603297,0.107998915,0.435587377,0.117878721,0.061154173,0.445938726,15.31293202,21.05528153,39.96037219,1648.271242,5.104310674,0.638038834,3.828233006,0.063803883,0.0,2.552155337,2.552155337,8.93254368,3.828233006,0.0,1.276077669,2.552155337,0.0,1.276077669,13.1903895,0.296050019,0.0,26.79763104,60.0,79.0,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,148.4766667,1583.773333,13.33333333,5.333333333,140.0,2.133333333,2.0,2.666666667,8.666666667,4.666666667,18.0,0.0,1.333333333,1.333333333,0.0,2.666666667,27.87222222,0.309333333,0.0,166.0,0.111111111,0.148148148,0.481481481,0.259259259,1.0,0.002496878,0.001109723
187,Ba1O4S1,0.49,4.9e-05,9.105767151,0.100590794,0.488985364,0.266515367,0.245555397,0.23841341,18.96072347,27.68980462,46.84528257,419.1552912,4.923277758,1.66676504,62.54219769,1.120438134,0.0,1.406650788,0.0,0.0,1.406650788,0.0,0.703325394,0.0,0.0,0.703325394,23.49953549,0.572771584,0.0,91.39743188,17.33333333,74.16666667,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,38.89826667,267.9266667,13.66666667,2.833333333,97.33333333,2.871666667,2.0,3.333333333,0.0,0.0,5.333333333,0.0,1.666666667,0.0,0.0,1.666666667,20.96614583,0.367,0.0,57.83333333,0.375,0.625,0.0,0.0,1.0,0.803211356,0.244357029
188,Ca6Ge26Ir8,0.495,4.95e-05,11.4700966,0.08245876,0.369790893,0.121286789,0.085223055,0.526489891,20.62355226,27.36115668,55.01383262,602.6126507,5.022254273,0.749398475,22.84910834,0.387835141,0.0,1.131081511,3.891172762,5.245789326,7.134379702,0.0,2.262163022,1.124097713,0.0,1.506062397,7.924413805,0.216602109,0.0,0.0,39.2,64.4,0.696419414,0.658853227,0.650443008,0.650027478,0.650000522,91.6711,1502.46,11.2,4.4,132.6,1.8965,2.0,1.3,7.9,2.8,14.0,0.0,2.6,0.6,0.0,3.2,23.46075,0.24895,0.0,225.0,0.142857143,0.092857143,0.564285714,0.2,0.0,0.302323674,0.064370424
189,Pd4Sn4Y4,0.465,4.65e-05,11.1353699,0.072208961,0.580411526,0.178255223,0.085783861,0.542893475,6.852381343,42.03536644,18.63642146,864.8140504,6.852381343,0.0,30.87471192,0.605111473,1.309378809,1.307337893,5.448478573,0.0,6.852381343,0.0,2.614675786,5.448478573,0.0,5.645690158,12.35632369,0.0,0.0,54.9398257,45.0,51.33333333,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,104.6786167,1377.376667,9.0,5.0,156.0,1.793333333,1.333333333,0.666666667,7.0,0.0,9.0,0.0,1.333333333,3.0,0.0,4.333333333,26.68666667,0.0,0.0,186.6666667,0.148148148,0.074074074,0.777777778,0.0,0.0,0.213450798,0.079042264
190,O4Os2,0.277,2.77e-05,9.704566185,0.119708598,0.380802801,0.117754836,0.106592692,0.359853698,41.73092909,18.41070401,106.9236002,1995.229363,4.909521069,2.454760535,47.86783043,0.760975766,0.0,2.454760535,3.682140802,8.591661871,9.819042139,0.0,1.227380267,2.454760535,0.0,1.227380267,3.059245316,0.0,0.0,111.6916043,30.66666667,77.0,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,74.07626667,1138.533333,13.33333333,3.333333333,92.0,3.026666667,2.0,2.666666667,2.0,4.666666667,11.33333333,0.0,1.333333333,1.333333333,0.0,2.666666667,10.76666667,0.0,0.0,72.66666667,0.176470588,0.235294118,0.176470588,0.411764706,1.0,0.319140971,0.141840432
191,Ca1Pd1,0.773,7.73e-05,11.95692194,0.051981525,0.551981525,0.253855585,0.137553494,0.680174762,20.17575982,42.67949192,51.48077915,553.320213,6.207926098,0.775990762,28.7116582,0.931188915,1.551981525,0.0,7.759907623,0.0,6.207926098,0.0,0.0,0.0,0.0,0.0,18.12714421,0.0,0.0,0.0,33.0,34.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,73.249,1471.525,6.0,4.5,157.5,1.6,1.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,26.09,0.0,0.0,225.0,0.166666667,0.0,0.833333333,0.0,0.0,0.302323674,0.151161837
